level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	502	212	2397	40	-1	
3	1	1	1	0	0	502	212	2397	40	-1	
4	1	1	1	1	0	502	212	2397	40	-1	
5	1	1	1	1	1	502	212	127	40	93	SIUE
5	1	1	1	1	2	643	212	208	40	87	Archives
5	1	1	1	1	3	2615	213	160	39	86	March
5	1	1	1	1	4	2792	213	107	39	88	1993
2	1	2	0	0	0	506	276	2392	505	-1	
3	1	2	1	0	0	506	276	2392	505	-1	
4	1	2	1	1	0	2615	276	283	40	-1	
5	1	2	1	1	1	2615	276	283	40	87	Acc.#M93:1
4	1	2	1	2	0	506	412	1188	39	-1	
5	1	2	1	2	1	506	412	117	39	92	10/15
5	1	2	1	2	2	1300	413	98	38	86	Free
5	1	2	1	2	3	1414	413	115	38	87	Press
5	1	2	1	2	4	1544	412	150	39	87	Award
4	1	2	1	3	0	506	476	1400	50	-1	
5	1	2	1	3	1	506	476	66	39	92	10/
5	1	2	1	3	2	577	476	48	39	92	16
5	1	2	1	3	3	1300	476	165	39	87	Friends
5	1	2	1	3	4	1481	476	49	39	90	of
5	1	2	1	3	5	1541	476	184	50	87	Lovejoy
5	1	2	1	3	6	1740	476	166	50	86	Library
4	1	2	1	4	0	506	540	1209	50	-1	
5	1	2	1	4	1	506	540	66	39	92	10/
5	1	2	1	4	2	577	540	47	39	95	17
5	1	2	1	4	3	1300	540	151	50	89	Joseph
5	1	2	1	4	4	1466	540	46	39	93	C.
5	1	2	1	4	5	1530	540	185	50	87	Lovejoy
4	1	2	1	5	0	506	603	916	50	-1	
5	1	2	1	5	1	506	603	87	39	92	10/1
5	1	2	1	5	2	602	603	22	39	91	8
5	1	2	1	5	3	1300	604	122	49	91	Maps
4	1	2	1	6	0	506	667	1489	50	-1	
5	1	2	1	6	1	506	667	66	39	92	10/
5	1	2	1	6	2	577	667	48	40	93	19
5	1	2	1	6	3	1300	667	319	39	89	Miscellaneous
5	1	2	1	6	4	1636	667	359	50	87	Correspondence
4	1	2	1	7	0	506	731	1307	50	-1	
5	1	2	1	7	1	506	731	120	39	88	10/20
5	1	2	1	7	2	1302	731	206	50	87	Shepherd
5	1	2	1	7	3	1524	731	49	39	90	of
5	1	2	1	7	4	1583	731	68	39	89	the
5	1	2	1	7	5	1666	731	147	50	90	Valley
2	1	3	0	0	0	501	860	2236	50	-1	
3	1	3	1	0	0	501	860	2236	50	-1	
4	1	3	1	1	0	501	860	2236	50	-1	
5	1	3	1	1	1	501	860	199	39	86	2-drawer
5	1	3	1	1	2	715	860	72	39	89	file
5	1	3	1	1	3	803	860	232	50	88	containing
5	1	3	1	1	4	1051	860	49	38	88	21
5	1	3	1	1	5	1121	860	126	39	87	linear
5	1	3	1	1	6	1262	860	138	39	89	inches
5	1	3	1	1	7	1416	860	50	39	89	of
5	1	3	1	1	8	1478	860	78	39	88	3”x
5	1	3	1	1	9	1571	860	50	39	89	5”
5	1	3	1	1	10	1638	866	93	33	89	note
5	1	3	1	1	11	1747	860	127	46	84	cards,
5	1	3	1	1	12	1892	860	304	50	88	chronological
5	1	3	1	1	13	2211	860	128	46	87	order,
5	1	3	1	1	14	2356	860	197	50	87	pre-1825
5	1	3	1	1	15	2571	866	41	33	88	to
5	1	3	1	1	16	2634	860	103	40	92	1976
2	1	4	0	0	0	501	4084	2398	103	-1	
3	1	4	1	0	0	501	4084	2398	103	-1	
4	1	4	1	1	0	501	4084	2398	50	-1	
5	1	4	1	1	1	501	4084	813	50	86	Y:\archives\WP\Manuscripts\Burton
5	1	4	1	1	2	1330	4084	45	39	93	C.
5	1	4	1	1	3	1394	4084	178	39	87	Bernard
5	1	4	1	1	4	1588	4084	323	39	89	Collection.doc
5	1	4	1	1	5	2826	4084	73	39	87	krv
4	1	4	1	2	0	1656	4148	88	39	-1	
5	1	4	1	2	1	1656	4171	14	5	96	_
5	1	4	1	2	2	1688	4148	24	39	93	6
5	1	4	1	2	3	1730	4171	14	5	96	_
