level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	502	212	349	40	-1	
3	1	1	1	0	0	502	212	349	40	-1	
4	1	1	1	1	0	502	212	349	40	-1	
5	1	1	1	1	1	502	212	127	40	93	SIUE
5	1	1	1	1	2	643	212	208	40	89	Archives
2	1	2	0	0	0	2577	213	323	103	-1	
3	1	2	1	0	0	2577	213	323	103	-1	
4	1	2	1	1	0	2577	213	323	50	-1	
5	1	2	1	1	1	2577	213	197	50	88	January
5	1	2	1	1	2	2790	213	110	39	90	2002
4	1	2	1	2	0	2587	276	313	40	-1	
5	1	2	1	2	1	2587	276	313	40	89	Acc.#M86:17
2	1	3	0	0	0	1302	476	543	40	-1	
3	1	3	1	0	0	1302	476	543	40	-1	
4	1	3	1	1	0	1302	476	543	40	-1	
5	1	3	1	1	1	1302	476	149	40	90	Check
5	1	3	1	1	2	1467	476	280	40	89	Stubs-Local
5	1	3	1	1	3	1764	477	81	39	92	225
2	1	4	0	0	0	500	540	2399	3594	-1	
3	1	4	1	0	0	501	540	1264	40	-1	
4	1	4	1	1	0	501	540	1264	40	-1	
5	1	4	1	1	1	501	540	97	39	88	2/10
5	1	4	1	1	2	1300	540	465	40	91	Jan.1950-N0V.1950
3	1	4	2	0	0	501	603	1283	40	-1	
4	1	4	2	1	0	501	603	1283	40	-1	
5	1	4	2	1	1	501	603	92	39	89	2/11
5	1	4	2	1	2	1300	603	484	40	87	N0V.1950-Mar.1952
3	1	4	3	0	0	501	667	1277	40	-1	
4	1	4	3	1	0	501	667	1277	40	-1	
5	1	4	3	1	1	501	667	97	39	88	2/12
5	1	4	3	1	2	1300	667	478	40	87	Mar.1952-Mar.1953
3	1	4	4	0	0	501	731	1278	40	-1	
4	1	4	4	1	0	501	731	1278	40	-1	
5	1	4	4	1	1	501	731	94	39	89	2/13
5	1	4	4	1	2	1299	731	480	40	84	Mar.1953-Mar.1954
3	1	4	5	0	0	500	795	910	40	-1	
4	1	4	5	1	0	500	795	910	40	-1	
5	1	4	5	1	1	500	795	97	39	88	2/14
5	1	4	5	1	2	1305	795	105	40	89	1962
3	1	4	6	0	0	501	924	2328	103	-1	
4	1	4	6	1	0	501	924	2328	50	-1	
5	1	4	6	1	1	501	924	64	39	90	3/1
5	1	4	6	1	2	1300	924	122	50	91	Daily
5	1	4	6	1	3	1438	924	109	39	91	Cash
5	1	4	6	1	4	1562	924	189	50	89	Receipts
5	1	4	6	1	5	1768	924	158	39	87	Record
5	1	4	6	1	6	1942	924	49	39	90	of
5	1	4	6	1	7	2001	924	206	39	89	Financial
5	1	4	6	1	8	2223	924	219	50	87	Secretary,
5	1	4	6	1	9	2459	924	126	39	91	Local
5	1	4	6	1	10	2600	924	229	40	89	530-1962-
4	1	4	6	2	0	1305	987	102	40	-1	
5	1	4	6	2	1	1305	987	102	40	90	1963
3	1	4	7	0	0	501	1051	1910	179	-1	
4	1	4	7	1	0	501	1051	1910	50	-1	
5	1	4	7	1	1	501	1051	69	39	90	3/2
5	1	4	7	1	2	1299	1051	1112	50	87	FinancialReport,Loca1530,Ju1y1957-June1958
4	1	4	7	2	0	1300	1180	940	50	-1	
5	1	4	7	2	1	1300	1180	174	39	90	Income
5	1	4	7	2	2	1490	1180	87	39	92	and
5	1	4	7	2	3	1593	1180	196	50	90	Expense
5	1	4	7	2	4	1804	1180	436	50	86	Reports-Loca1530
3	1	4	8	0	0	501	1243	1258	50	-1	
4	1	4	8	1	0	501	1243	1258	50	-1	
5	1	4	8	1	1	501	1243	66	39	89	3/3
5	1	4	8	1	2	1299	1243	337	50	88	Ju1y1962-June
5	1	4	8	1	3	1657	1243	102	40	90	1963
3	1	4	9	0	0	501	1307	1260	50	-1	
4	1	4	9	1	0	501	1307	1260	50	-1	
5	1	4	9	1	1	501	1307	68	39	90	3/4
5	1	4	9	1	2	1299	1307	337	50	89	Ju1y1963-June
5	1	4	9	1	3	1657	1307	104	40	92	1964
3	1	4	10	0	0	501	1370	1258	50	-1	
4	1	4	10	1	0	501	1370	1258	50	-1	
5	1	4	10	1	1	501	1370	66	39	89	3/5
5	1	4	10	1	2	1299	1370	337	50	89	Ju1y1964-June
5	1	4	10	1	3	1657	1370	102	40	92	1965
3	1	4	11	0	0	501	1434	1260	50	-1	
4	1	4	11	1	0	501	1434	1260	50	-1	
5	1	4	11	1	1	501	1434	68	39	90	3/6
5	1	4	11	1	2	1299	1434	337	50	89	Ju1y1965-June
5	1	4	11	1	3	1657	1434	104	40	92	1966
3	1	4	12	0	0	501	1498	1259	50	-1	
4	1	4	12	1	0	501	1498	1259	50	-1	
5	1	4	12	1	1	501	1498	113	39	90	3/7-8
5	1	4	12	1	2	1299	1498	337	50	89	Ju1y1966-June
5	1	4	12	1	3	1657	1498	103	40	92	1967
3	1	4	13	0	0	501	1562	1260	50	-1	
4	1	4	13	1	0	501	1562	1260	50	-1	
5	1	4	13	1	1	501	1562	68	40	90	3/9
5	1	4	13	1	2	1299	1562	337	50	89	Ju1y1968-June
5	1	4	13	1	3	1657	1562	104	40	92	1969
3	1	4	14	0	0	501	1626	1387	50	-1	
4	1	4	14	1	0	501	1626	1387	50	-1	
5	1	4	14	1	1	501	1626	97	39	90	3/10
5	1	4	14	1	2	1299	1626	589	50	87	Ju1y1970-December1970
3	1	4	15	0	0	501	1690	1382	50	-1	
4	1	4	15	1	0	501	1690	1382	50	-1	
5	1	4	15	1	1	501	1690	92	39	90	3/11
5	1	4	15	1	2	1299	1690	584	50	87	Ju1y1971-December1971
3	1	4	16	0	0	501	1818	1807	50	-1	
4	1	4	16	1	0	501	1818	1807	50	-1	
5	1	4	16	1	1	501	1818	97	39	90	3/12
5	1	4	16	1	2	1300	1818	189	50	89	Receipts
5	1	4	16	1	3	1506	1818	77	39	91	and
5	1	4	16	1	4	1599	1818	340	46	87	Disbursements,
5	1	4	16	1	5	1957	1818	351	40	90	Loca1530-1968
3	1	4	17	0	0	501	1882	1854	50	-1	
4	1	4	17	1	0	501	1882	1854	50	-1	
5	1	4	17	1	1	501	1882	94	39	90	3/13
5	1	4	17	1	2	1299	1882	87	39	89	List
5	1	4	17	1	3	1400	1882	49	39	90	of
5	1	4	17	1	4	1460	1882	98	39	91	Paid
5	1	4	17	1	5	1573	1882	137	39	91	Union
5	1	4	17	1	6	1726	1883	124	45	89	Dues,
5	1	4	17	1	7	1867	1883	101	49	90	May
5	1	4	17	1	8	1989	1882	278	40	87	1976-Hunter
5	1	4	17	1	9	2282	1882	73	39	92	Co.
3	1	4	18	0	0	501	1946	1832	50	-1	
4	1	4	18	1	0	501	1946	1832	50	-1	
5	1	4	18	1	1	501	1946	96	39	90	3/14
5	1	4	18	1	2	1299	1946	170	39	87	Morrell
5	1	4	18	1	3	1483	1946	325	46	87	Memorandum,
5	1	4	18	1	4	1825	1946	279	50	87	Agreements,
5	1	4	18	1	5	2121	1946	212	40	87	Etc.-1971
3	1	4	19	0	0	501	2010	2261	50	-1	
4	1	4	19	1	0	501	2010	2261	50	-1	
5	1	4	19	1	1	501	2010	94	39	90	3/15
5	1	4	19	1	2	1301	2010	139	50	89	Safety
5	1	4	19	1	3	1456	2010	263	50	89	Regulations
5	1	4	19	1	4	1736	2010	77	39	91	and
5	1	4	19	1	5	1829	2011	263	45	88	Documents,
5	1	4	19	1	6	2109	2010	339	39	92	A.M.C&B.W.
5	1	4	19	1	7	2467	2010	49	39	90	of
5	1	4	19	1	8	2526	2010	236	40	92	N.A.—1974
3	1	4	20	0	0	501	2073	2084	50	-1	
4	1	4	20	1	0	501	2073	2084	50	-1	
5	1	4	20	1	1	501	2073	96	39	90	3/16
5	1	4	20	1	2	1300	2073	139	50	86	Group
5	1	4	20	1	3	1456	2074	214	38	87	Insurance
5	1	4	20	1	4	1686	2073	117	39	91	Plans
5	1	4	20	1	5	1819	2097	28	3	98	—
5	1	4	20	1	6	1861	2073	104	39	92	John
5	1	4	20	1	7	1980	2073	170	39	86	Morrell
5	1	4	20	1	8	2166	2073	77	39	91	and
5	1	4	20	1	9	2259	2073	89	46	92	C0.,
5	1	4	20	1	10	2365	2073	93	39	89	Feb.
5	1	4	20	1	11	2482	2073	103	40	93	1974
3	1	4	21	0	0	501	2124	2338	127	-1	
4	1	4	21	1	0	501	2124	2338	63	-1	
5	1	4	21	1	1	501	2137	95	39	90	3/17
5	1	4	21	1	2	1300	2137	269	50	87	Proceedings
5	1	4	21	1	3	1585	2137	50	39	89	of
5	1	4	21	1	4	1645	2137	66	39	89	the
5	1	4	21	1	5	1727	2124	86	52	83	23rd
5	1	4	21	1	6	1828	2137	174	39	86	General
5	1	4	21	1	7	2018	2137	257	39	88	Convention
5	1	4	21	1	8	2290	2137	49	39	90	of
5	1	4	21	1	9	2349	2137	68	39	89	the
5	1	4	21	1	10	2432	2137	152	39	93	A.M.C
5	1	4	21	1	11	2602	2137	169	39	93	&B.W.
5	1	4	21	1	12	2790	2137	49	39	90	of
4	1	4	21	2	0	1300	2201	495	50	-1	
5	1	4	21	2	1	1300	2201	495	50	89	N.A.-August11,1972
3	1	4	22	0	0	502	2265	1849	46	-1	
4	1	4	22	1	0	502	2265	1849	46	-1	
5	1	4	22	1	1	502	2265	94	39	90	3/18
5	1	4	22	1	2	1300	2266	165	38	89	Memos
5	1	4	22	1	3	1480	2271	41	33	88	to
5	1	4	22	1	4	1539	2265	200	39	87	members
5	1	4	22	1	5	1756	2265	49	39	90	of
5	1	4	22	1	6	1815	2265	107	39	90	local
5	1	4	22	1	7	1937	2265	159	46	91	unions,
5	1	4	22	1	8	2119	2265	232	40	90	1973-1975
3	1	4	23	0	0	502	2329	1873	40	-1	
4	1	4	23	1	0	502	2329	1873	40	-1	
5	1	4	23	1	1	502	2329	95	40	90	3/19
5	1	4	23	1	2	1301	2329	274	39	86	Conferences
5	1	4	23	1	3	1593	2329	77	39	91	and
5	1	4	23	1	4	1685	2329	334	39	89	Events-A.M.C.
5	1	4	23	1	5	2039	2329	158	39	93	&B.W
5	1	4	23	1	6	2213	2329	49	39	90	of
5	1	4	23	1	7	2272	2329	103	39	76	NA.
3	1	4	24	0	0	502	2393	1817	50	-1	
4	1	4	24	1	0	502	2393	1817	50	-1	
5	1	4	24	1	1	502	2393	96	39	90	3/20
5	1	4	24	1	2	1301	2394	93	49	89	Hog
5	1	4	24	1	3	1411	2393	154	50	89	Killing
5	1	4	24	1	4	1583	2393	389	39	86	Standards-Hunter
5	1	4	24	1	5	1988	2393	331	40	91	Co.-1949-1971
3	1	4	25	0	0	502	2456	2331	114	-1	
4	1	4	25	1	0	502	2456	2331	50	-1	
5	1	4	25	1	1	502	2456	91	39	88	3/21
5	1	4	25	1	2	1301	2457	107	38	91	Ham
5	1	4	25	1	3	1422	2456	161	50	90	Boning
5	1	4	25	1	4	1601	2456	228	46	87	Standards,
5	1	4	25	1	5	1848	2456	303	50	88	Supplemental
5	1	4	25	1	6	2166	2456	388	50	87	Agreement-1973,
5	1	4	25	1	7	2571	2456	168	39	87	Morrell
5	1	4	25	1	8	2756	2456	77	39	91	and
4	1	4	25	2	0	1301	2520	748	50	-1	
5	1	4	25	2	1	1301	2521	153	38	87	Hunter
5	1	4	25	2	2	1469	2520	247	50	89	Companies
5	1	4	25	2	3	1733	2520	78	39	91	and
5	1	4	25	2	4	1826	2520	223	39	90	Loca1530
3	1	4	26	0	0	502	2584	1829	40	-1	
4	1	4	26	1	0	502	2584	1829	40	-1	
5	1	4	26	1	1	502	2584	96	39	88	3/22
5	1	4	26	1	2	1306	2584	231	40	90	1970-1973
5	1	4	26	1	3	1555	2585	196	38	87	—Master
5	1	4	26	1	4	1767	2584	77	39	91	and
5	1	4	26	1	5	1859	2584	125	39	91	Local
5	1	4	26	1	6	1999	2584	191	39	86	Contract
5	1	4	26	1	7	2203	2585	128	38	89	Notes
3	1	4	27	0	0	502	2648	1552	46	-1	
4	1	4	27	1	0	502	2648	1552	46	-1	
