level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	501	212	2399	113	-1	
3	1	1	1	0	0	501	212	2399	113	-1	
4	1	1	1	1	0	502	212	2398	45	-1	
5	1	1	1	1	1	502	212	127	40	93	SIUE
5	1	1	1	1	2	643	212	208	40	88	Archives
5	1	1	1	1	3	2661	213	27	44	92	J
5	1	1	1	1	4	2690	225	84	27	91	une
5	1	1	1	1	5	2792	213	108	39	90	1994
4	1	1	1	2	0	501	276	2398	49	-1	
5	1	1	1	2	1	501	276	81	40	91	RG
5	1	1	1	2	2	600	277	94	48	90	100,
5	1	1	1	2	3	712	277	140	48	90	100-1,
5	1	1	1	2	4	869	277	126	39	90	100-2
5	1	1	1	2	5	2639	276	260	40	89	Acc.#94:15
2	1	2	0	0	0	1460	415	481	60	-1	
3	1	2	1	0	0	1460	415	481	60	-1	
4	1	2	1	1	0	1460	415	481	60	-1	
5	1	2	1	1	1	1460	415	257	48	87	Shurtleff
5	1	2	1	1	2	1734	415	207	60	88	College
2	1	3	0	0	0	1041	489	1319	51	-1	
3	1	3	1	0	0	1041	489	1319	51	-1	
4	1	3	1	1	0	1041	489	1319	51	-1	
5	1	3	1	1	1	1041	489	183	40	89	Student
5	1	3	1	1	2	1238	490	206	48	87	Records,
5	1	3	1	1	3	1460	489	264	51	86	Registrar’s
5	1	3	1	1	4	1741	489	148	40	89	Grade
5	1	3	1	1	5	1905	490	157	48	91	Books,
5	1	3	1	1	6	2078	489	282	40	86	Instructor’s
2	1	4	0	0	0	1114	553	1175	178	-1	
3	1	4	1	0	0	1114	553	1175	178	-1	
4	1	4	1	1	0	1241	553	918	51	-1	
5	1	4	1	1	1	1241	553	148	40	88	Grade
5	1	4	1	1	2	1404	554	200	50	86	Reports,
5	1	4	1	1	3	1619	553	332	40	90	Miscellaneous
5	1	4	1	1	4	1968	554	191	39	88	Records
4	1	4	1	2	0	1582	618	238	39	-1	
5	1	4	1	2	1	1582	618	238	39	90	1855-1950
4	1	4	1	3	0	1114	680	1175	51	-1	
5	1	4	1	3	1	1114	681	52	38	96	17
5	1	4	1	3	2	1182	681	155	39	86	record
5	1	4	1	3	3	1353	684	189	45	86	cartons;
5	1	4	1	3	4	1561	681	26	38	92	2
5	1	4	1	3	5	1603	681	149	39	91	bound
5	1	4	1	3	6	1763	680	214	51	88	journals,
5	1	4	1	3	7	1995	681	51	39	91	18
5	1	4	1	3	8	2063	680	124	40	90	cubic
5	1	4	1	3	9	2202	680	87	40	89	feet
2	1	5	0	0	0	500	808	1888	2794	-1	
3	1	5	1	0	0	500	808	1888	2794	-1	
4	1	5	1	1	0	500	808	873	51	-1	
5	1	5	1	1	1	500	809	93	50	49	M
5	1	5	1	1	2	1100	808	273	51	64	Descrigtion
4	1	5	1	2	0	1101	936	223	40	-1	
5	1	5	1	2	1	1101	936	81	40	92	RG
5	1	5	1	2	2	1200	937	124	39	90	100-1
4	1	5	1	3	0	506	1063	1095	39	-1	
5	1	5	1	3	1	506	1063	16	38	95	1
5	1	5	1	3	2	1102	1063	168	39	88	Student
5	1	5	1	3	3	1284	1063	180	39	86	Records
5	1	5	1	3	4	1480	1063	121	39	91	A-Bo
4	1	5	1	4	0	501	1191	1112	39	-1	
5	1	5	1	4	1	501	1191	26	38	88	2
5	1	5	1	4	2	1102	1191	168	39	88	Student
5	1	5	1	4	3	1284	1191	180	39	86	Records
5	1	5	1	4	4	1480	1191	133	39	86	Br-Cz
4	1	5	1	5	0	502	1319	1066	39	-1	
5	1	5	1	5	1	502	1319	22	39	90	3
5	1	5	1	5	2	1102	1319	168	39	88	Student
5	1	5	1	5	3	1284	1319	180	39	86	Records
5	1	5	1	5	4	1480	1320	88	37	94	D-F
4	1	5	1	6	0	500	1447	1092	39	-1	
5	1	5	1	6	1	500	1447	26	38	96	4
5	1	5	1	6	2	1102	1447	168	39	88	Student
5	1	5	1	6	3	1284	1447	180	39	86	Records
5	1	5	1	6	4	1480	1447	112	39	91	G-Hi
4	1	5	1	7	0	501	1575	1104	39	-1	
5	1	5	1	7	1	501	1575	23	39	93	5
5	1	5	1	7	2	1102	1575	168	39	88	Student
5	1	5	1	7	3	1284	1575	180	39	86	Records
5	1	5	1	7	4	1480	1576	125	38	91	Ho-K
4	1	5	1	8	0	502	1703	1102	39	-1	
5	1	5	1	8	1	502	1703	24	39	92	6
5	1	5	1	8	2	1102	1703	168	39	88	Student
5	1	5	1	8	3	1284	1703	180	39	86	Records
5	1	5	1	8	4	1479	1704	125	38	89	L-Me
4	1	5	1	9	0	501	1830	1091	39	-1	
5	1	5	1	9	1	501	1831	24	38	95	7
5	1	5	1	9	2	1102	1830	168	39	88	Student
5	1	5	1	9	3	1284	1830	179	39	86	Records
5	1	5	1	9	4	1479	1830	113	38	89	Mi-P
4	1	5	1	10	0	503	1958	1092	48	-1	
5	1	5	1	10	1	503	1958	22	39	91	8
5	1	5	1	10	2	1101	1958	168	39	88	Student
5	1	5	1	10	3	1284	1958	179	39	86	Records
5	1	5	1	10	4	1481	1958	114	48	91	Q-Sh
4	1	5	1	11	0	500	2086	1082	40	-1	
5	1	5	1	11	1	500	2086	25	40	93	9
5	1	5	1	11	2	1101	2086	168	39	88	Student
5	1	5	1	11	3	1284	2086	179	39	86	Records
5	1	5	1	11	4	1481	2086	101	39	89	Si-U
4	1	5	1	12	0	505	2214	1065	39	-1	
5	1	5	1	12	1	505	2214	49	39	91	10
5	1	5	1	12	2	1101	2214	168	39	88	Student
5	1	5	1	12	3	1284	2214	179	39	86	Records
5	1	5	1	12	4	1480	2215	90	38	90	V-Z
4	1	5	1	13	0	1100	2342	226	40	-1	
5	1	5	1	13	1	1100	2342	81	40	92	RG
5	1	5	1	13	2	1199	2343	127	39	90	100-2
4	1	5	1	14	0	505	2470	1440	50	-1	
5	1	5	1	14	1	505	2470	44	38	95	11
5	1	5	1	14	2	1100	2470	253	39	85	Instructor’s
5	1	5	1	14	3	1370	2470	134	39	87	Grade
5	1	5	1	14	4	1520	2471	170	49	87	Reports
5	1	5	1	14	5	1711	2470	234	40	88	1908-1924
4	1	5	1	15	0	505	2597	1549	50	-1	
5	1	5	1	15	1	505	2597	49	38	88	12
5	1	5	1	15	2	1100	2597	253	39	85	Instructor’s
5	1	5	1	15	3	1369	2597	135	39	87	Grade
5	1	5	1	15	4	1519	2598	171	49	87	Reports
5	1	5	1	15	5	1711	2597	176	40	88	1924-25
5	1	5	1	15	6	1905	2621	28	3	98	—
5	1	5	1	15	7	1953	2597	101	40	90	1933
4	1	5	1	16	0	505	2725	1552	50	-1	
5	1	5	1	16	1	505	2725	46	39	90	13
5	1	5	1	16	2	1100	2725	253	39	85	Instructor’s
5	1	5	1	16	3	1369	2725	135	39	87	Grade
