level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	401	416	2598	702	-1	
3	1	1	1	0	0	401	416	2598	198	-1	
4	1	1	1	1	0	402	416	2597	45	-1	
5	1	1	1	1	1	402	416	138	45	91	SIUE
5	1	1	1	1	2	555	416	316	45	91	ARCHIVES
5	1	1	1	1	3	2511	416	355	45	91	NOVEMBER
5	1	1	1	1	4	2884	417	115	43	90	1987
4	1	1	1	2	0	401	488	2598	54	-1	
5	1	1	1	2	1	401	488	333	45	91	RESEARCH
5	1	1	1	2	2	752	488	437	45	91	COLLECTIONS
5	1	1	1	2	3	2447	488	143	45	91	ACC.
5	1	1	1	2	4	2606	488	211	54	91	#M87:4,
5	1	1	1	2	5	2833	489	166	43	91	M87:3
4	1	1	1	3	0	2576	561	423	53	-1	
5	1	1	1	3	1	2576	561	423	53	90	M87:16,M87:19
3	1	1	2	0	0	2576	633	423	53	-1	
4	1	1	2	1	0	2576	633	423	53	-1	
5	1	1	2	1	1	2576	633	211	53	90	M87:26,
5	1	1	2	1	2	2803	633	196	43	91	M87:34
3	1	1	3	0	0	2576	705	423	53	-1	
4	1	1	3	1	0	2576	705	423	53	-1	
5	1	1	3	1	1	2576	705	211	53	91	M87:50,
5	1	1	3	1	2	2803	705	196	43	91	M88:54
3	1	1	4	0	0	2606	777	393	53	-1	
4	1	1	4	1	0	2606	777	393	53	-1	
5	1	1	4	1	1	2606	777	393	53	89	M88:65,M89:9
3	1	1	5	0	0	2576	849	423	53	-1	
4	1	1	5	1	0	2576	849	423	53	-1	
5	1	1	5	1	1	2576	849	211	53	89	M89:24,
5	1	1	5	1	2	2803	849	196	43	89	M90:38
3	1	1	6	0	0	2576	921	423	53	-1	
4	1	1	6	1	0	2576	921	423	53	-1	
5	1	1	6	1	1	2576	921	423	53	89	M91:17,M91:57
3	1	1	7	0	0	2606	993	393	53	-1	
4	1	1	7	1	0	2606	993	393	53	-1	
5	1	1	7	1	1	2606	993	393	53	89	M92:1,M92:17
3	1	1	8	0	0	2576	1065	423	53	-1	
4	1	1	8	1	0	2576	1065	423	53	-1	
5	1	1	8	1	1	2576	1065	211	53	90	M92:77,
5	1	1	8	1	2	2803	1065	196	43	89	M93:47
2	1	2	0	0	0	400	1137	2599	2786	-1	
3	1	2	1	0	0	401	1137	2598	1059	-1	
4	1	2	1	1	0	2803	1137	196	43	-1	
5	1	2	1	1	1	2803	1137	196	43	91	M94:29
4	1	2	1	2	0	1252	1280	899	45	-1	
5	1	2	1	2	1	1252	1280	166	45	92	CARL
5	1	2	1	2	2	1435	1280	293	44	92	BALDWIN
5	1	2	1	2	3	1746	1280	405	45	91	COLLECTION
4	1	2	1	3	0	1071	1352	1258	56	-1	
5	1	2	1	3	1	1071	1353	28	43	92	8
5	1	2	1	3	2	1116	1353	185	43	87	Record
5	1	2	1	3	3	1319	1352	218	54	88	Cartons,
5	1	2	1	3	4	1556	1353	23	42	98	1
5	1	2	1	3	5	1598	1352	257	56	88	Hollinger,
5	1	2	1	3	6	1874	1353	56	42	92	12
5	1	2	1	3	7	1946	1353	104	43	89	Flat
5	1	2	1	3	8	2064	1352	265	56	88	Hollingers
4	1	2	1	4	0	401	1568	1095	56	-1	
5	1	2	1	4	1	401	1568	287	45	87	Box/Folder
5	1	2	1	4	2	1200	1568	296	56	68	Description
4	1	2	1	5	0	402	1779	1829	56	-1	
5	1	2	1	5	1	402	1779	104	43	87	3/22
5	1	2	1	5	2	1401	1779	171	56	89	Piggott
5	1	2	1	5	3	1587	1779	168	56	89	Family
5	1	2	1	5	4	1771	1779	219	43	86	Research
5	1	2	1	5	5	2005	1779	226	43	86	Materials
4	1	2	1	6	0	402	1851	1459	43	-1	
5	1	2	1	6	1	402	1851	102	43	97	3/23
5	1	2	1	6	2	1401	1851	219	43	86	Research
5	1	2	1	6	3	1635	1851	226	43	86	Materials
4	1	2	1	7	0	402	1923	2444	56	-1	
5	1	2	1	7	1	402	1923	182	43	93	3/24-26
5	1	2	1	7	2	1401	1923	189	43	87	Richard
5	1	2	1	7	3	1605	1923	213	56	86	McCarty
5	1	2	1	7	4	1834	1923	219	43	86	Research
5	1	2	1	7	5	2068	1923	70	43	87	for
5	1	2	1	7	6	2156	1923	229	56	90	"Captains
5	1	2	1	7	7	2402	1923	53	43	89	of
5	1	2	1	7	8	2466	1923	73	43	86	the
5	1	2	1	7	9	2554	1923	292	43	86	Wilderness"
4	1	2	1	8	0	1201	2140	857	56	-1	
5	1	2	1	8	1	1201	2140	225	56	89	Regional
5	1	2	1	8	2	1442	2141	96	43	92	and
5	1	2	1	8	3	1554	2140	252	44	87	Historical
5	1	2	1	8	4	1822	2141	236	43	87	Research
3	1	2	2	0	0	400	2211	2599	776	-1	
4	1	2	2	1	0	400	2211	1452	43	-1	
5	1	2	2	1	1	400	2211	71	43	93	4/1
5	1	2	2	1	2	1401	2211	235	43	86	American
5	1	2	2	1	3	1652	2212	200	42	89	Bottoms
4	1	2	2	2	0	400	2283	1465	56	-1	
5	1	2	2	2	1	400	2283	76	43	96	4/2
5	1	2	2	2	2	1401	2283	338	56	86	Archeological
5	1	2	2	2	3	1755	2283	110	56	90	Digs
