level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	301	312	1948	527	-1	
3	1	1	1	0	0	301	312	1948	149	-1	
4	1	1	1	1	0	301	312	1948	33	-1	
5	1	1	1	1	1	301	312	104	33	92	SIUE
5	1	1	1	1	2	416	312	237	33	92	ARCHIVES
5	1	1	1	1	3	1883	312	266	33	91	NOVEMBER
5	1	1	1	1	4	2163	312	86	33	91	1987
4	1	1	1	2	0	301	366	1948	41	-1	
5	1	1	1	2	1	301	366	249	33	94	RESEARCH
5	1	1	1	2	2	563	366	329	33	93	COLLECTIONS
5	1	1	1	2	3	1835	366	107	33	93	ACC.
5	1	1	1	2	4	1954	366	110	33	91	#M87
5	1	1	1	2	5	2068	366	45	41	89	:4,
5	1	1	1	2	6	2124	366	88	33	91	M87
5	1	1	1	2	7	2215	366	34	33	89	:3
4	1	1	1	3	0	1932	420	317	41	-1	
5	1	1	1	3	1	1932	420	100	33	89	M87:
5	1	1	1	3	2	2038	420	53	41	89	16,
5	1	1	1	3	3	2102	420	100	33	89	M87:
5	1	1	1	3	4	2208	420	41	33	92	19
3	1	1	2	0	0	1932	474	317	41	-1	
4	1	1	2	1	0	1932	474	317	41	-1	
5	1	1	2	1	1	1932	474	87	33	91	M87
5	1	1	2	1	2	2023	474	68	41	89	:26,
5	1	1	2	1	3	2102	474	87	33	91	M87
5	1	1	2	1	4	2193	474	56	33	89	:34
3	1	1	3	0	0	1932	528	317	41	-1	
4	1	1	3	1	0	1932	528	317	41	-1	
5	1	1	3	1	1	1932	528	87	33	91	M87
5	1	1	3	1	2	2023	528	68	41	89	:50,
5	1	1	3	1	3	2102	528	147	33	89	M88:54
3	1	1	4	0	0	1954	582	295	41	-1	
4	1	1	4	1	0	1954	582	295	41	-1	
5	1	1	4	1	1	1954	582	159	41	89	M88:65,
5	1	1	4	1	2	2124	582	125	33	89	M89:9
3	1	1	5	0	0	1932	636	317	41	-1	
4	1	1	5	1	0	1932	636	317	41	-1	
5	1	1	5	1	1	1932	636	159	41	89	M89:24,
5	1	1	5	1	2	2102	636	147	33	89	M90:38
3	1	1	6	0	0	1932	690	317	41	-1	
4	1	1	6	1	0	1932	690	317	41	-1	
5	1	1	6	1	1	1932	690	159	41	89	M91:17,
5	1	1	6	1	2	2102	690	147	33	89	M91:57
3	1	1	7	0	0	1954	744	295	41	-1	
4	1	1	7	1	0	1954	744	295	41	-1	
5	1	1	7	1	1	1954	744	137	41	89	M92:1,
5	1	1	7	1	2	2102	744	147	33	89	M92:17
3	1	1	8	0	0	1932	798	317	41	-1	
4	1	1	8	1	0	1932	798	317	41	-1	
5	1	1	8	1	1	1932	798	159	41	88	M92:77,
5	1	1	8	1	2	2102	798	147	33	89	M93:47
2	1	2	0	0	0	300	852	1950	2090	-1	
3	1	2	1	0	0	300	852	1950	2090	-1	
4	1	2	1	1	0	2102	852	148	33	-1	
5	1	2	1	1	1	2102	852	148	33	89	M94:29
4	1	2	1	2	0	939	960	675	33	-1	
5	1	2	1	2	1	939	960	125	33	94	CARL
5	1	2	1	2	2	1075	960	222	33	93	BALDWIN
5	1	2	1	2	3	1309	960	305	33	93	COLLECTION
4	1	2	1	3	0	804	1014	944	42	-1	
5	1	2	1	3	1	804	1014	21	33	91	8
5	1	2	1	3	2	837	1015	139	32	86	Record
5	1	2	1	3	3	989	1014	164	41	87	Cartons,
5	1	2	1	3	4	1167	1014	18	32	99	1
5	1	2	1	3	5	1198	1014	193	42	87	Hollinger,
5	1	2	1	3	6	1405	1014	42	32	90	12
5	1	2	1	3	7	1458	1015	78	32	89	Flat
5	1	2	1	3	8	1548	1014	200	42	87	Hollingers
4	1	2	1	4	0	300	1176	823	42	-1	
5	1	2	1	4	1	300	1176	216	33	87	Box/Folder
5	1	2	1	4	2	900	1176	223	42	73	Description
4	1	2	1	5	0	301	1334	921	42	-1	
5	1	2	1	5	1	301	1334	77	33	97	2/15
5	1	2	1	5	2	1051	1334	143	42	85	Chapter
5	1	2	1	5	3	1209	1335	13	31	97	1
4	1	2	1	6	0	301	1388	925	42	-1	
5	1	2	1	6	1	301	1388	79	33	88	2/16
5	1	2	1	6	2	1051	1388	143	42	85	Chapter
5	1	2	1	6	3	1205	1389	21	31	97	2
4	1	2	1	7	0	301	1442	925	42	-1	
5	1	2	1	7	1	301	1443	78	32	88	2/17
5	1	2	1	7	2	1051	1442	143	42	85	Chapter
5	1	2	1	7	3	1205	1443	21	31	97	2
4	1	2	1	8	0	301	1496	923	42	-1	
5	1	2	1	8	1	301	1497	35	32	98	2/
5	1	2	1	8	2	340	1497	13	31	96	1
5	1	2	1	8	3	360	1497	19	32	93	8
5	1	2	1	8	4	1051	1496	143	42	85	Chapter
5	1	2	1	8	5	1206	1497	18	32	91	3
4	1	2	1	9	0	301	1550	923	42	-1	
5	1	2	1	9	1	301	1551	78	32	90	2/19
5	1	2	1	9	2	1051	1550	143	42	85	Chapter
5	1	2	1	9	3	1206	1551	18	32	91	3
4	1	2	1	10	0	301	1604	925	42	-1	
5	1	2	1	10	1	301	1605	79	32	96	2/20
5	1	2	1	10	2	1051	1604	143	42	85	Chapter
5	1	2	1	10	3	1204	1605	22	31	96	4
4	1	2	1	11	0	301	1658	923	42	-1	
5	1	2	1	11	1	301	1659	75	32	96	2/21
5	1	2	1	11	2	1051	1658	143	42	85	Chapter
5	1	2	1	11	3	1205	1658	19	33	94	5
4	1	2	1	12	0	301	1712	1030	42	-1	
5	1	2	1	12	1	301	1713	136	32	98	2/22-23
5	1	2	1	12	2	1051	1712	158	42	85	Chapters
5	1	2	1	12	3	1222	1712	31	39	91	6,
5	1	2	1	12	4	1267	1713	30	38	91	7,
5	1	2	1	12	5	1312	1713	19	32	93	8
4	1	2	1	13	0	301	1766	1072	42	-1	
5	1	2	1	13	1	301	1766	138	33	93	2/24-26
5	1	2	1	13	2	1051	1766	158	42	85	Chapters
5	1	2	1	13	3	1222	1767	31	38	90	9,
5	1	2	1	13	4	1271	1767	49	38	96	10,
5	1	2	1	13	5	1338	1767	35	31	97	11
4	1	2	1	14	0	302	1820	1098	42	-1	
5	1	2	1	14	1	302	1821	51	32	90	3/1
5	1	2	1	14	2	359	1821	35	31	96	—4
5	1	2	1	14	3	1051	1820	158	42	86	Chapters
5	1	2	1	14	4	1226	1821	49	38	94	12,
5	1	2	1	14	5	1293	1821	49	38	94	13,
5	1	2	1	14	6	1360	1821	40	31	96	14
4	1	2	1	15	0	302	1874	1031	42	-1	
5	1	2	1	15	1	302	1874	53	33	98	3/5
5	1	2	1	15	2	1051	1874	158	42	85	Chapters
5	1	2	1	15	3	1226	1874	49	39	94	15,
5	1	2	1	15	4	1293	1874	40	33	92	16
4	1	2	1	16	0	302	1928	1020	42	-1	
5	1	2	1	16	1	302	1928	55	33	92	3/6
5	1	2	1	16	2	1051	1928	158	42	85	Chapters
5	1	2	1	16	3	1226	1928	96	39	92	15,16
4	1	2	1	17	0	302	1982	1030	42	-1	
5	1	2	1	17	1	302	1983	54	32	97	3/7
5	1	2	1	17	2	1051	1982	158	42	85	Chapters
5	1	2	1	17	3	1226	1983	49	38	97	17,
5	1	2	1	17	4	1293	1983	39	32	93	18
4	1	2	1	18	0	302	2036	963	42	-1	
5	1	2	1	18	1	302	2037	54	32	98	3/8
5	1	2	1	18	2	1051	2036	158	42	85	Chapters
5	1	2	1	18	3	1226	2037	39	32	90	19
4	1	2	1	19	0	303	2090	946	42	-1	
5	1	2	1	19	1	303	2091	54	32	97	3/9
5	1	2	1	19	2	1052	2090	142	42	86	Chapter
5	1	2	1	19	3	1205	2091	44	32	95	20
4	1	2	1	20	0	303	2144	942	42	-1	
5	1	2	1	20	1	303	2145	33	32	98	3/
5	1	2	1	20	2	341	2145	39	32	95	10
5	1	2	1	20	3	1052	2144	142	42	86	Chapter
5	1	2	1	20	4	1205	2145	40	31	96	21
4	1	2	1	21	0	303	2198	946	42	-1	
5	1	2	1	21	1	303	2199	51	32	97	3/1
5	1	2	1	21	2	363	2199	13	31	97	1
5	1	2	1	21	3	1052	2198	142	42	86	Chapter
5	1	2	1	21	4	1205	2199	44	31	96	22
4	1	2	1	22	0	303	2252	944	42	-1	
5	1	2	1	22	1	303	2253	33	32	98	3/
5	1	2	1	22	2	341	2253	39	31	97	12
5	1	2	1	22	3	1052	2252	142	42	86	Chapter
5	1	2	1	22	4	1205	2253	42	32	91	23
4	1	2	1	23	0	303	2306	946	42	-1	
5	1	2	1	23	1	303	2307	33	32	98	3/
5	1	2	1	23	2	341	2307	37	32	97	13
5	1	2	1	23	3	1052	2306	142	42	86	Chapter
5	1	2	1	23	4	1205	2307	44	31	96	24
4	1	2	1	24	0	303	2360	944	42	-1	
5	1	2	1	24	1	303	2361	33	32	98	3/
5	1	2	1	24	2	341	2361	39	31	96	14
5	1	2	1	24	3	1052	2360	142	42	86	Chapter
5	1	2	1	24	4	1205	2360	42	33	94	25
4	1	2	1	25	0	303	2414	944	42	-1	
5	1	2	1	25	1	303	2415	33	32	98	3/
5	1	2	1	25	2	341	2414	37	33	97	15
5	1	2	1	25	3	1052	2414	142	42	86	Chapter
5	1	2	1	25	4	1205	2414	42	33	97	25
4	1	2	1	26	0	303	2468	1467	42	-1	
5	1	2	1	26	1	303	2468	91	33	92	3/16—
5	1	2	1	26	2	400	2469	13	31	97	1
5	1	2	1	26	3	419	2469	19	32	93	8
5	1	2	1	26	4	1054	2468	171	42	77	"Captains
5	1	2	1	26	5	1239	2468	39	33	90	of
5	1	2	1	26	6	1286	2468	55	33	85	the
5	1	2	1	26	7	1352	2468	219	33	87	Wildemess"
5	1	2	1	26	8	1585	2468	185	33	85	Afterward
4	1	2	1	27	0	303	2522	1802	42	-1	
5	1	2	1	27	1	303	2523	33	32	98	3/
5	1	2	1	27	2	341	2523	38	32	90	19
5	1	2	1	27	3	1051	2523	103	32	86	Notes
5	1	2	1	27	4	1168	2522	64	33	90	and
5	1	2	1	27	5	1244	2522	291	42	88	Correspondence
5	1	2	1	27	6	1546	2523	17	32	91	J
5	1	2	1	27	7	1565	2533	90	22	88	ames
5	1	2	1	27	8	1667	2522	138	42	85	Piggott,
5	1	2	1	27	9	1818	2522	153	33	86	Material
5	1	2	1	27	10	1982	2522	123	33	86	related
4	1	2	1	28	0	1051	2576	613	33	-1	
5	1	2	1	28	1	1051	2581	34	28	85	to
5	1	2	1	28	2	1098	2576	87	33	89	Glen
5	1	2	1	28	3	1196	2576	132	33	87	Carbon
5	1	2	1	28	4	1340	2576	64	33	90	and
5	1	2	1	28	5	1415	2577	78	32	85	East
5	1	2	1	28	6	1505	2577	45	32	85	St.
5	1	2	1	28	7	1563	2576	101	33	92	Louis
4	1	2	1	29	0	303	2630	1774	42	-1	
5	1	2	1	29	1	303	2631	77	32	96	3/20
5	1	2	1	29	2	1052	2630	139	42	86	Captain
5	1	2	1	29	3	1203	2630	39	33	90	of
5	1	2	1	29	4	1250	2630	202	33	87	Wildemess
5	1	2	1	29	5	1464	2630	232	42	85	Manuscripts:
5	1	2	1	29	6	1711	2630	171	42	87	Prologue,
5	1	2	1	29	7	1896	2630	103	42	92	Chap.
5	1	2	1	29	8	2013	2631	64	32	97	213
4	1	2	1	30	0	1051	2684	858	42	-1	
5	1	2	1	30	1	1051	2685	73	32	59	Pal“:
5	1	2	1	30	2	1134	2685	29	31	89	II
5	1	2	1	30	3	1174	2684	124	33	85	outline
5	1	2	1	30	4	1310	2684	292	42	87	Correspondence
5	1	2	1	30	5	1614	2684	79	33	87	With
5	1	2	1	30	6	1705	2684	105	33	86	editor
5	1	2	1	30	7	1825	2685	84	32	97	1982
4	1	2	1	31	0	303	2738	1671	42	-1	
5	1	2	1	31	1	303	2739	73	32	96	3/21
5	1	2	1	31	2	1052	2738	107	33	89	Helen
5	1	2	1	31	3	1171	2738	127	33	87	Carrier
5	1	2	1	31	4	1309	2738	292	42	87	Correspondence
5	1	2	1	31	5	1614	2738	142	42	86	(Piggott
5	1	2	1	31	6	1768	2738	206	42	89	Genealogy)
4	1	2	1	32	0	300	2908	336	34	-1	
5	1	2	1	32	1	300	2908	336	34	75	mnscrptjnv\baldwinc
