level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	401	416	2598	702	-1	
3	1	1	1	0	0	401	416	2598	198	-1	
4	1	1	1	1	0	402	416	2597	45	-1	
5	1	1	1	1	1	402	416	138	45	91	SIUE
5	1	1	1	1	2	555	416	316	45	91	ARCHIVES
5	1	1	1	1	3	2511	416	355	45	91	NOVEMBER
5	1	1	1	1	4	2884	417	115	43	90	1987
4	1	1	1	2	0	401	488	2598	54	-1	
5	1	1	1	2	1	401	488	333	45	91	RESEARCH
5	1	1	1	2	2	752	488	437	45	91	COLLECTIONS
5	1	1	1	2	3	2447	488	143	45	91	ACC.
5	1	1	1	2	4	2606	488	211	54	91	#M87:4,
5	1	1	1	2	5	2833	489	166	43	91	M87:3
4	1	1	1	3	0	2576	561	423	53	-1	
5	1	1	1	3	1	2576	561	423	53	91	M87:16,M87:19
3	1	1	2	0	0	2576	633	423	53	-1	
4	1	1	2	1	0	2576	633	423	53	-1	
5	1	1	2	1	1	2576	633	211	53	91	M87:26,
5	1	1	2	1	2	2803	633	196	43	91	M87:34
3	1	1	3	0	0	2576	705	423	53	-1	
4	1	1	3	1	0	2576	705	423	53	-1	
5	1	1	3	1	1	2576	705	211	53	91	M87:50,
5	1	1	3	1	2	2803	705	196	43	91	M88:54
3	1	1	4	0	0	2606	777	393	53	-1	
4	1	1	4	1	0	2606	777	393	53	-1	
5	1	1	4	1	1	2606	777	393	53	89	M88:65,M89:9
3	1	1	5	0	0	2576	849	423	53	-1	
4	1	1	5	1	0	2576	849	423	53	-1	
5	1	1	5	1	1	2576	849	211	53	91	M89:24,
5	1	1	5	1	2	2803	849	196	43	91	M90:38
3	1	1	6	0	0	2576	921	423	53	-1	
4	1	1	6	1	0	2576	921	423	53	-1	
5	1	1	6	1	1	2576	921	423	53	91	M91:17,M91:57
3	1	1	7	0	0	2606	993	393	53	-1	
4	1	1	7	1	0	2606	993	393	53	-1	
5	1	1	7	1	1	2606	993	393	53	92	M92:1,M92:17
3	1	1	8	0	0	2576	1065	423	53	-1	
4	1	1	8	1	0	2576	1065	423	53	-1	
5	1	1	8	1	1	2576	1065	211	53	92	M92:77,
5	1	1	8	1	2	2803	1065	196	43	91	M93:47
2	1	2	0	0	0	401	1137	2599	2210	-1	
3	1	2	1	0	0	1071	1137	1928	271	-1	
4	1	2	1	1	0	2803	1137	196	43	-1	
5	1	2	1	1	1	2803	1137	196	43	92	M94:29
4	1	2	1	2	0	1252	1280	899	45	-1	
5	1	2	1	2	1	1252	1280	166	45	92	CARL
5	1	2	1	2	2	1435	1280	293	44	92	BALDWIN
5	1	2	1	2	3	1746	1280	405	45	92	COLLECTION
4	1	2	1	3	0	1071	1352	1258	56	-1	
5	1	2	1	3	1	1071	1353	28	43	92	8
5	1	2	1	3	2	1116	1353	185	43	87	Record
5	1	2	1	3	3	1319	1352	218	54	88	Cartons,
5	1	2	1	3	4	1556	1353	23	42	98	1
5	1	2	1	3	5	1598	1352	257	56	88	Hollinger,
5	1	2	1	3	6	1874	1353	56	42	92	12
5	1	2	1	3	7	1946	1353	104	43	89	Flat
5	1	2	1	3	8	2064	1352	265	56	88	Hollingers
3	1	2	2	0	0	401	1568	1095	56	-1	
4	1	2	2	1	0	401	1568	1095	56	-1	
5	1	2	2	1	1	401	1568	287	45	87	Box/Folder
5	1	2	2	1	2	1200	1568	296	56	68	Description
3	1	2	3	0	0	1404	1779	343	51	-1	
4	1	2	3	1	0	1404	1779	343	51	-1	
5	1	2	3	1	1	1404	1779	207	51	89	"Estian",
5	1	2	3	1	2	1635	1779	112	44	97	1927
3	1	2	4	0	0	1402	1851	609	56	-1	
4	1	2	4	1	0	1402	1851	609	56	-1	
5	1	2	4	1	1	1402	1851	25	43	90	3
5	1	2	4	1	2	1447	1851	289	56	87	Scrapbooks,
5	1	2	4	1	3	1759	1851	252	44	91	1979-1980
3	1	2	5	0	0	406	1923	2594	920	-1	
4	1	2	5	1	0	1400	1923	622	56	-1	
5	1	2	5	1	1	1400	1924	271	55	86	Newspaper
5	1	2	5	1	2	1686	1923	201	51	67	Articles,
5	1	2	5	1	3	1910	1923	112	44	91	1959
4	1	2	5	2	0	406	2067	1993	56	-1	
5	1	2	5	2	1	406	2067	48	42	96	11
5	1	2	5	2	2	1401	2067	998	56	87	2Scrapbooks,1947,1959,1965,1981-86
4	1	2	5	3	0	406	2211	1772	56	-1	
5	1	2	5	3	1	406	2211	53	42	87	12
5	1	2	5	3	2	1401	2211	28	42	95	2
5	1	2	5	3	3	1447	2211	289	56	87	Scrapbooks,
5	1	2	5	3	4	1760	2211	204	51	91	1976-78,
5	1	2	5	3	5	1988	2211	190	44	91	1986-88
4	1	2	5	4	0	406	2355	1694	56	-1	
5	1	2	5	4	1	406	2355	51	43	91	13
5	1	2	5	4	2	1401	2355	28	42	95	2
5	1	2	5	4	3	1447	2355	289	56	87	Scrapbooks,
5	1	2	5	4	4	1760	2355	204	51	91	1941-45,
5	1	2	5	4	5	1988	2355	112	44	91	1948
4	1	2	5	5	0	406	2499	1540	56	-1	
5	1	2	5	5	1	406	2499	53	42	96	14
5	1	2	5	5	2	1401	2499	28	42	95	2
