level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	501	213	434	114	-1	
3	1	1	1	0	0	501	213	434	114	-1	
4	1	1	1	1	0	503	213	432	39	-1	
5	1	1	1	1	1	503	213	124	39	91	SIUE
5	1	1	1	1	2	644	213	291	39	91	ARCHIVES
4	1	1	1	2	0	501	277	276	50	-1	
5	1	1	1	2	1	501	277	276	50	85	Manuscript
2	1	2	0	0	0	501	1749	72	43	-1	
3	1	2	1	0	0	501	1749	72	43	-1	
4	1	2	1	1	0	501	1749	72	43	-1	
5	1	2	1	1	1	501	1749	72	43	90	2/3
2	1	3	0	0	0	500	4147	1827	52	-1	
3	1	3	1	0	0	500	4147	1827	52	-1	
4	1	3	1	1	0	500	4147	1827	52	-1	
5	1	3	1	1	1	500	4149	55	39	85	N
5	1	3	1	1	2	557	4147	1010	52	55	olumes/departments$llS/archives/WP/SIUE
5	1	3	1	1	3	1584	4149	370	39	87	Collections/John
5	1	3	1	1	4	1969	4150	47	38	95	B.
5	1	3	1	1	5	2034	4148	293	40	87	Bowman.doc
2	1	4	0	0	0	1301	1750	181	42	-1	
3	1	4	1	0	0	1301	1750	181	42	-1	
4	1	4	1	1	0	1301	1750	181	42	-1	
5	1	4	1	1	1	1301	1751	104	41	89	East
5	1	4	1	1	2	1424	1750	58	42	90	St.
2	1	5	0	0	0	1498	401	504	1251	-1	
3	1	5	1	0	0	1498	401	504	1251	-1	
4	1	5	1	1	0	1500	401	417	68	-1	
5	1	5	1	1	1	1500	415	177	54	88	August
5	1	5	1	1	2	1693	401	90	56	81	28th
5	1	5	1	1	3	1805	415	112	42	92	1869
4	1	5	1	2	0	1504	472	467	68	-1	
5	1	5	1	2	1	1504	485	258	55	87	September
5	1	5	1	2	2	1778	472	59	55	92	4th
5	1	5	1	2	3	1860	486	111	42	90	1869
4	1	5	1	3	0	1504	541	498	68	-1	
5	1	5	1	3	1	1504	554	258	55	87	September
5	1	5	1	3	2	1784	541	84	55	90	11th
5	1	5	1	3	3	1890	555	112	42	92	1869
4	1	5	1	4	0	1504	612	498	68	-1	
5	1	5	1	4	1	1504	625	258	55	87	September
5	1	5	1	4	2	1784	612	84	56	82	18th
5	1	5	1	4	3	1890	626	112	42	92	1869
4	1	5	1	5	0	1504	682	498	68	-1	
5	1	5	1	5	1	1504	695	258	55	87	September
5	1	5	1	5	2	1778	682	90	56	90	25th
5	1	5	1	5	3	1890	696	112	42	91	1869
4	1	5	1	6	0	1502	753	413	56	-1	
