level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	501	213	434	114	-1	
3	1	1	1	0	0	501	213	434	114	-1	
4	1	1	1	1	0	503	213	432	39	-1	
5	1	1	1	1	1	503	213	124	39	91	SIUE
5	1	1	1	1	2	644	213	291	39	91	ARCHIVES
4	1	1	1	2	0	501	277	276	50	-1	
5	1	1	1	2	1	501	277	276	50	85	Manuscript
2	1	2	0	0	0	502	2311	71	43	-1	
3	1	2	1	0	0	502	2311	71	43	-1	
4	1	2	1	1	0	502	2311	71	43	-1	
5	1	2	1	1	1	502	2311	71	43	90	3/3
2	1	3	0	0	0	500	4147	1827	52	-1	
3	1	3	1	0	0	500	4147	1827	52	-1	
4	1	3	1	1	0	500	4147	1827	52	-1	
5	1	3	1	1	1	500	4149	55	39	85	N
5	1	3	1	1	2	557	4147	1010	52	55	olumes/departments$llS/archives/WP/SIUE
5	1	3	1	1	3	1584	4149	370	39	87	Collections/John
5	1	3	1	1	4	1969	4150	47	38	95	B.
5	1	3	1	1	5	2034	4148	293	40	87	Bowman.doc
2	1	4	0	0	0	1301	2312	181	42	-1	
3	1	4	1	0	0	1301	2312	181	42	-1	
4	1	4	1	1	0	1301	2312	181	42	-1	
5	1	4	1	1	1	1301	2313	104	41	89	East
5	1	4	1	1	2	1424	2312	58	42	90	St.
2	1	5	0	0	0	1498	401	505	1825	-1	
3	1	5	1	0	0	1498	401	505	1825	-1	
4	1	5	1	1	0	1500	401	416	68	-1	
5	1	5	1	1	1	1500	415	177	54	88	August
5	1	5	1	1	2	1693	401	90	56	83	26th
5	1	5	1	1	3	1805	415	111	42	90	1875
4	1	5	1	2	0	1504	472	475	68	-1	
5	1	5	1	2	1	1504	485	258	55	87	September
5	1	5	1	2	2	1778	472	69	55	91	2nd
5	1	5	1	2	3	1868	486	111	42	89	1875
4	1	5	1	3	0	1504	541	466	68	-1	
5	1	5	1	3	1	1504	554	258	55	87	September
5	1	5	1	3	2	1779	541	58	56	92	9th
5	1	5	1	3	3	1860	555	110	42	89	1875
4	1	5	1	4	0	1504	612	497	68	-1	
5	1	5	1	4	1	1504	625	258	55	87	September
5	1	5	1	4	2	1784	612	84	56	91	16th
5	1	5	1	4	3	1890	626	111	42	89	1875
4	1	5	1	5	0	1504	682	499	68	-1	
5	1	5	1	5	1	1504	695	258	55	87	September
5	1	5	1	5	2	1778	682	93	56	86	23rd
5	1	5	1	5	3	1892	696	111	42	89	1875
4	1	5	1	6	0	1504	753	497	68	-1	
