level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	501	213	434	114	-1	
3	1	1	1	0	0	501	213	434	114	-1	
4	1	1	1	1	0	503	213	432	39	-1	
5	1	1	1	1	1	503	213	124	39	91	SIUE
5	1	1	1	1	2	644	213	291	39	91	ARCHIVES
4	1	1	1	2	0	501	277	276	50	-1	
5	1	1	1	2	1	501	277	276	50	85	Manuscript
2	1	2	0	0	0	500	4147	1827	52	-1	
3	1	2	1	0	0	500	4147	1827	52	-1	
4	1	2	1	1	0	500	4147	1827	52	-1	
5	1	2	1	1	1	500	4149	55	39	85	N
5	1	2	1	1	2	557	4147	1010	52	55	olumes/departments$llS/archives/WP/SIUE
5	1	2	1	1	3	1584	4149	370	39	87	Collections/John
5	1	2	1	1	4	1969	4150	47	38	95	B.
5	1	2	1	1	5	2034	4148	293	40	87	Bowman.doc
2	1	3	0	0	0	1498	401	505	1953	-1	
3	1	3	1	0	0	1501	401	353	56	-1	
4	1	3	1	1	0	1501	401	353	56	-1	
5	1	3	1	1	1	1501	416	109	41	88	June
5	1	3	1	1	2	1634	401	84	56	91	19th
5	1	3	1	1	3	1741	415	113	42	99	1880
3	1	3	2	0	0	1501	472	353	56	-1	
4	1	3	2	1	0	1501	472	353	56	-1	
5	1	3	2	1	1	1501	487	109	41	88	June
5	1	3	2	1	2	1628	472	90	56	84	26th
5	1	3	2	1	3	1741	486	113	42	99	1880
3	1	3	3	0	0	1501	541	314	68	-1	
4	1	3	3	1	0	1501	541	314	68	-1	
5	1	3	3	1	1	1501	554	100	55	89	July
5	1	3	3	1	2	1619	541	62	56	86	3rd
5	1	3	3	1	3	1702	555	113	42	90	1880
3	1	3	4	0	0	1501	612	342	68	-1	
4	1	3	4	1	0	1501	612	342	68	-1	
5	1	3	4	1	1	1501	625	100	55	89	July
5	1	3	4	1	2	1624	612	84	56	93	10th
5	1	3	4	1	3	1731	626	112	42	99	1880
3	1	3	5	0	0	1501	682	342	68	-1	
4	1	3	5	1	0	1501	682	342	68	-1	
5	1	3	5	1	1	1501	695	100	55	89	July
5	1	3	5	1	2	1624	682	84	56	93	17th
5	1	3	5	1	3	1731	696	112	42	99	1880
3	1	3	6	0	0	1501	753	342	68	-1	
4	1	3	6	1	0	1501	753	342	68	-1	
5	1	3	6	1	1	1501	766	100	55	88	July
5	1	3	6	1	2	1618	753	90	55	92	24th
5	1	3	6	1	3	1731	767	112	42	99	1880
3	1	3	7	0	0	1498	826	505	1528	-1	
